bill_number,bill_name,year,type,category,ministry,introduced_in,introduced_by,introduced_date,passed_ls_date,passed_rs_date,assented_date,status,committee_referred,committee_report_date,act_no,act_year,introduced_file,report_file,gazette_file 
64,"The Population Regulation Bill, 2020",2020,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Alok Kumar Suman Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/64 of 2020 As Int....pdf?source=legislation,,
62,"The Horticulture Crops, Fresh Water Crops and Saline Water Crops in Coastal Areas (Minimum Support Price) Bill, 2020",2020,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,Vinayak Bhaurao Raut Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/62 of 2020  As Int....pdf?source=legislation,,
58,"The Constitution (Amendment) Bill, 2020 (Amendment of article 21A)",2020,Private Member,Financial Bill,EDUCATION,Lok Sabha,Sushil Kumar Singh Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/58 of 2020 As Int....pdf?source=legislation,,
52,"The Right of Children to Fee and Compulsory Education (Amendment) Bill, 2020 (Amendment of section 12)",2020,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,Sanjay Jaiswal Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/52 of 2020  AS INTRO.pdf?source=legislation,,
46,"The Constitution (Amendment) Bill, 2020 (Amendment of articles 15 and 16)",2020,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Shyam Singh Yadav Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/46 of 2020AS INTRO (1).pdf?source=legislation,,
45,"The Employment Bill, 2020",2020,Private Member,Financial Bill,LABOUR,Lok Sabha,Alok Kumar Suman Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/45 of 2020AS INTRO (1).pdf?source=legislation,,
42,"The Promotion of One Tree Per Child Norm Bill, 2020",2020,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,T.N. Prathapan Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/42 of 2020  AS INTRO.pdf?source=legislation,,
39,"The Whistleblowers in Private Sector (Protection) Bill, 2020",2020,Private Member,Financial Bill,CORPORATE AFFAIRS,Lok Sabha,Supriya Sadanand Sule Smt.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/39 of 2020  AS INTRO.pdf?source=legislation,,
38,"The Constitution (Amendment) Bill, 2020 (Substitution of new article for article 120)",2020,Private Member,Financial Bill,PARLIAMENTARY  AFFAIRS,Lok Sabha,A. Ganeshamurthi Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/38 of 2020AS INTRO.pdf?source=legislation,,
37,"The Special Financial Assistance to the KBK-K Region of the State of Odisha Bill, 2020",2020,Private Member,Financial Bill,FINANCE,Lok Sabha,Saptagiri Sankar Ulaka Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/37 of 2020 as introduced.pdf?source=legislation,,
36,"The Labour (Welfare and Rehabilitation) Bill, 2020",2020,Private Member,Financial Bill,LABOUR,Lok Sabha,Shyam Singh Yadav Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/36 of 2020AS INTRO.pdf?source=legislation,,
34,"The Doubtful Voters in the State of Assam (Special Provisions) Bill, 2020)",2020,Private Member,Financial Bill,LABOUR,Lok Sabha,Abdul Khaleque  Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/34 of 2020As Int....pdf?source=legislation,,
32,"The Citizenship (Amendment) Bill, 2020 (Amendment of section 2, etc.)",2020,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,N.K. Premachandran Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/32 of 2020As Int....pdf?source=legislation,,
31,"The Supreme Court of India (Establishment of a Permanent Bench at Chennai)  Bill, 2020",2020,Private Member,Money Bill,LAW AND JUSTICE,Lok Sabha,M.K. Vishnu Prasad Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2020 as.pdf?source=legislation,,
27,"The Protection from Lynching Bill, 2020.",2020,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,Shashi Tharoor Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/27 of 2020As Int.pdf?source=legislation,,
25,"The Constitution (Amendment)  Bill, 2020 (Insertion of new article 14A)",2020,Private Member,Financial Bill,LAW AND JUSTICE,Lok Sabha,Anto  Antony  Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/25 of 2020AS INTRO.pdf?source=legislation,,
19,"The Dual Time Zones Bill, 2020",2020,Private Member,Financial Bill,SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,Lok Sabha,Pradyut Bordoloi Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/19 of 2020AS INTRO.pdf?source=legislation,,
18,"The Prevention of Insults to National Honour (Amendment) Bill, 2020 (Amendment of section 2)",2020,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Gopal Chinayya Shetty Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/18 of 2020AS INTRO.pdf?source=legislation,,
17,"The ASHA Workers (Regularisation of Service and Other Benefits) Bill, 2020.",2020,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,N.K. Premachandran Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/17 of 2020 AS INTRO.pdf?source=legislation,,
13,"The Constitution (Amendment) Bill, 2020 (Amendment of article 312)",2020,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Gopal Chinayya Shetty Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/13 of 2020AS INTRO.pdf?source=legislation,,
109,"The Parliamentary Constituency (Lok Sabha) Development Fund Bill, 2020",2020,Private Member,Financial Bill,STATISTICS AND PROGRAMME IMPLEMENTATION,Lok Sabha,T. R. Paarivendhar Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/109 of 2020 As Int....pdf?source=legislation,,
108,"The Mahatma Gandhi national Rural Employment Guarantee (Amendment) Bill, 2020 (Amendment of Schedule I)",2020,Private Member,Financial Bill,RURAL DEVELOPMENT,Lok Sabha,Ganesh Singh Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/108 of  2020  As Int....pdf?source=legislation,,
106,"The Supreme Court of India (Establishment of Circuit Benches at Ernakulam , Mumbai and Kolkata) Bill, 2020",2020,Private Member,Financial Bill,LAW AND JUSTICE,Lok Sabha,Hibi Eden Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/106 of 2020 As Int....pdf?source=legislation,,
XXXVII,"The Population Control Bill, 2021.",2021,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,Harnath Singh Yadav Shri,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/population control-E.pdf?source=legislation,,
XXXVI,"The Promotion of Equal Opportunity and Prohibition of Discrimination Against Scheduled Castes and Scheduled Tribes in Employment Bill, 2021.",2021,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Rajya Sabha,Neeraj Dangi Shri,2021-12-03,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/promotion of equal opportunity-E.pdf?source=legislation,,
XXXV,"The Academic Integrity Bill, 2021.",2021,Private Member,Financial Bill,EDUCATION,Rajya Sabha,Fauzia Khan Dr.,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/acedemic integrity-E.pdf?source=legislation,,
XXXIX,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2021.",2021,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Rajya Sabha,Narendra Jadhav Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/SC ST atrocity-E.pdf?source=legislation,,
XXXIV,"The Constitution (Amendment) Bill, 2021 (amendment of the Tenth Schedule).",2021,Private Member,Constitutional Amendment Bill,LAW AND JUSTICE,Rajya Sabha,K.T.S. Tulsi Shri,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/const amend 10th sch-E.pdf?source=legislation,,
XXXIII,"The Universal Healthcare Bill, 2021.",2021,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,Fauzia Khan Dr.,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/universal healthcare-E.pdf?source=legislation,,
XXX,"The Arms (Amendment) Bill, 2021.",2021,Private Member,Financial Bill,HOME AFFAIRS,Rajya Sabha,Fauzia Khan Dr.,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/arms amend-E.pdf?source=legislation,,
XXIX,"The Criminal Laws (Amendment) Bill, 2021.",2021,Private Member,Ordinary Bill,HOME AFFAIRS,Rajya Sabha,K.T.S. Tulsi Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/crpc-E.pdf?source=legislation,,
XXII,"The Rights of Persons Affected by Leprosy and Members of their Family (Protection against Discrimination and Guarantee of Social Welfare) Bill, 2021.",2021,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,K.T.S. Tulsi Shri,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LEPROSY-E.pdf?source=legislation,,
XXI,"The Advocates (Amendment) Bill, 2021.",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Rajya Sabha,Sasmit Patra Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Advt amnd Sec 2-E.pdf?source=legislation,,
XVIII,"The Indian Penal Code (Amendment) Bill, 2021.",2021,Private Member,Ordinary Bill,HOME AFFAIRS,Rajya Sabha,Sasmit Patra Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC subs 124A-E.pdf?source=legislation,,
XIV,"The Women's (Reservation in Workplace) Bill, 2021.",2021,Private Member,Financial Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Rajya Sabha,Tiruchi Siva Shri,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/woman reservation-E.pdf?source=legislation,,
XII,"The Medical Education Laws (Amendment) Bill, 2021.",2021,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,P. Wilson Shri,2021-12-03,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/medical education law-E.pdf?source=legislation,,
VIII,"The Indian Penal  Code (Amendment)  Bill, 2021.",2021,Private Member,Ordinary Bill,HOME AFFAIRS,Rajya Sabha,V. Vijayasai Reddy Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC 295-E.pdf?source=legislation,,
II,"The Cigarettes and other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) (Amendment) Bill, 2021.",2021,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,Sasmit Patra Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/cigarettes & tobacco-E.pdf?source=legislation,,
89,"The Constitution (Amendment) Bill, 2021 (Amendment of article 55, etc.)",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Tholkappiyan Thirumaavalavan Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/89 of 2021 as.pdf?source=legislation,,
51,"The Constitution (Amendment) Bill, 2021 (Amendment of article 80, etc.)",2021,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Manish Tewari Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/51 of 2021 as introduced.pdf?source=legislation,,
48,"The Payment of Compensation to Victims of Wildlife Encounters Bill, 2021",2021,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,Dean Kuriakose Adv.,2021-12-03,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/48 of 2021 AS.pdf?source=legislation,,
46,"The Constitution (Amendment) Bill, 2021 (Substitution of new article for article 129, etc.)",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,D. Ravikumar Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/46 of 2021 As.pdf?source=legislation,,
41,"The Climate Change (Net Zero Carbon) Bill, 2021",2021,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,Jayant Sinha Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/41 of 2021 AS.pdf?source=legislation,,
35,"The Prevention of Cruelty to Animals (Amendment) Bill, 2021 (Amendment of section 11)",2021,Private Member,Ordinary Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Anubhav Mohanty Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/35 of 2021- AS.pdf?source=legislation,,
34,"The Protection of Children from Sexual Offences (Amendment) Bill, 2021 (Amendment of section 11)",2021,Private Member,Ordinary Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,Anubhav Mohanty Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/34 of 2021 AS.pdf?source=legislation,,
3,"The Prevention of Cruelty to Animals (Amendment) Bill, 2021 (Amendment of section 11)",2021,Private Member,Ordinary Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Mohammad Jawed Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/3 of 2021  AS INTRO.pdf?source=legislation,,
29,"The Code of Criminal Procedure (Amendment) Bill, 2021 (Amendment of sections 41 and 309)",2021,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Anubhav Mohanty Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/29 of 2021 AS.pdf?source=legislation,,
28,"The Rights of Persons with Disabilities (Amendment) Bill, 2021 (Amendment of the Schedule)",2021,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Mohammad Jawed Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/28 of 2021 AS.pdf?source=legislation,,
148,"THE CENTRAL VIGILANCE COMMISSION (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Lok Sabha,,2021-12-03,2021-12-09,2021-12-14,18/12/2021,Assented,,,46,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/148_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-148-gaz.pdf?source=loksabhadocs
148,"THE CENTRAL VIGILANCE COMMISSION (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Lok Sabha,,2021-12-03,2021-12-09,2021-12-14,18/12/2021,Passed,,,46,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/148_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-148-gaz.pdf?source=loksabhadocs
147,"The Delhi Special Police Establishment (Amendment) Bill, 2021",2021,Government,Ordinary Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Lok Sabha,,2021-12-03,2021-12-09,2021-12-14,18/12/2021,Passed,,,45,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/147_2021_LS_E.pdf?source=legislation,,
142,"The Management and Control of Stubble Bill, 2021",2021,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,Bhola Singh Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/142 of 2021 as intro revised.pdf?source=legislation,,
140,"The Insurance Coverage for Ayurvedic Treatment Bill, 2021",2021,Private Member,Financial Bill,"AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",Lok Sabha,Girish Bhalchandra Bapat Shri,2021-12-03,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/140 of 2021  AS INTRODUCED.pdf?source=legislation,,
139,"The Representation of the People (Amendment) Bill, 2021 (Substitution of new section for section 61)",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,M. K. Raghavan Shri,2021-12-03,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/139 of 2021 As Introduced.pdf?source=legislation,,
137,"The Ambulance Drivers and helpers (Welfare) Bill, 2021",2021,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,M. K. Raghavan Shri,2021-12-03,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/137 of 2021 as.pdf?source=legislation,,
136,"The Population (Control and Management) Bill, 2021",2021,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Bhola Singh Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/136 of 2021 as introduced.pdf?source=legislation,,
12,"The Compulsory Installation of Solar Plants Bill, 2021",2021,Private Member,Financial Bill,POWER,Lok Sabha,Mohammad Jawed Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/12 of 2021  AS INTRO.pdf?source=legislation,,
117,"The Protection of Plants Varieties and Farmers' Rights (Amendment) Bill, 2021 (Insertion of new section 39A)",2021,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,Thomas Chazhikadan Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/117 of 2021 as.pdf?source=legislation,,
108,"The Representation of the People (Amendment) Bill, 2021 (Amendment of section 62)",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,D. Ravikumar Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/108 of 2021 as.pdf?source=legislation,,
106,"The Indian Evidence (Amendment) Bill, 2020 (Insertion of new section 114AA)",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,D. Ravikumar Dr.,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/106 of 2021 as.pdf?source=legislation,,
1,"The National Renewable Energy Credit Support Bill, 2021",2021,Private Member,Financial Bill,POWER,Lok Sabha,Ritesh Pandey Shri,2021-12-03,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1 of 2021As Int....pdf?source=legislation,,
144,"THE HIGH COURT AND SUPREME COURT JUDGES (SALARIES AND CONDITIONS OF SERVICE) AMENDMENT BILL, 2021",2021,Government,Money Bill,LAW AND JUSTICE,Lok Sabha,,2021-11-30,2021-12-08,2021-12-13,18/12/2021,Assented,,,44,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/144_2021_ls_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-144-gaz.pdf?source=loksabhadocs
144,"THE HIGH COURT AND SUPREME COURT JUDGES (SALARIES AND CONDITIONS OF SERVICE) AMENDMENT BILL, 2021",2021,Government,Money Bill,LAW AND JUSTICE,Lok Sabha,,2021-11-30,2021-12-08,2021-12-13,18/12/2021,Passed,,,44,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/144_2021_ls_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-144-gaz.pdf?source=loksabhadocs
143,"THE FARM LAWS REPEAL BILL, 2021",2021,Government,Ordinary Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,,2021-11-29,2021-11-29,2021-11-29,30/11/2021,Assented,,,40,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/143_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-143-gaz.pdf?source=loksabhadocs
143,"THE FARM LAWS REPEAL BILL, 2021",2021,Government,Ordinary Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,,2021-11-29,2021-11-29,2021-11-29,30/11/2021,Passed,,,40,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/143_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-143-gaz.pdf?source=loksabhadocs
126,"The National Commission for Homoeopathy (Amendment) Bill, 2021",2021,Government,Ordinary Bill,"AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",Lok Sabha,,2021-08-09,2021-08-10,2021-08-11,18/08/2021,Assented,,,39,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/126_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-126-gaz.pdf?source=loksabhadocs
126,"The National Commission for Homoeopathy (Amendment) Bill, 2021",2021,Government,Ordinary Bill,"AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",Lok Sabha,,2021-08-09,2021-08-10,2021-08-11,18/08/2021,Passed,,,39,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/126_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-126-gaz.pdf?source=loksabhadocs
125,"The National Commission for Indian System of Medicine (Amendment) Bill, 2021",2021,Government,Ordinary Bill,"AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",Lok Sabha,,2021-08-09,2021-08-10,2021-08-11,18/08/2021,Assented,,,38,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/125_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-125-gaz.pdf?source=loksabhadocs
125,"The National Commission for Indian System of Medicine (Amendment) Bill, 2021",2021,Government,Ordinary Bill,"AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",Lok Sabha,,2021-08-09,2021-08-10,2021-08-11,18/08/2021,Passed,,,38,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/125_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-125-gaz.pdf?source=loksabhadocs
124,"The Constitution (One Hundred and Fifth Amendment) Bill, 2021",2021,Government,Constitutional Amendment Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,,2021-08-09,2021-08-10,2021-08-11,18/08/2021,Assented,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-124-gaz.pdf?source=loksabhadocs
124,"The Constitution (One Hundred and Fifth Amendment) Bill, 2021",2021,Government,Constitutional Amendment Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,,2021-08-09,2021-08-10,2021-08-11,18/08/2021,Passed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-124-gaz.pdf?source=loksabhadocs
120,"THE TAXATION LAWS (AMENDMENT) BILL, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-08-05,2021-08-06,2021-08-09,13/08/2021,Assented,,,34,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/120_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-120-gaz.pdf?source=loksabhadocs
120,"THE TAXATION LAWS (AMENDMENT) BILL, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-08-05,2021-08-06,2021-08-09,13/08/2021,Passed,,,34,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/120_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-120-gaz.pdf?source=loksabhadocs
119,"THE CENTRAL UNIVERSITIES (AMENDMENT) BILL, 2021",2021,Government,Financial Bill,HUMAN RESOURCE  DEVELOPMENT,Lok Sabha,,2021-08-05,2021-08-06,2021-08-09,12/08/2021,Assented,,,27,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/119_2021_LS-ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-119-gaz.pdf?source=loksabhadocs
119,"THE CENTRAL UNIVERSITIES (AMENDMENT) BILL, 2021",2021,Government,Financial Bill,HUMAN RESOURCE  DEVELOPMENT,Lok Sabha,,2021-08-05,2021-08-06,2021-08-09,12/08/2021,Passed,,,27,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/119_2021_LS-ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-119-gaz.pdf?source=loksabhadocs
XXXII,"THE CONSTITUTION (SCHEDULED TRIBES) ORDER (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,TRIBAL AFFAIRS,Rajya Sabha,,2021-08-02,2021-08-09,2021-08-05,13/08/2021,Passed,,,32,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/ST order as int-E.pdf?source=legislation,,
116,"The Tribunals Reforms Bill, 2021",2021,Government,Financial Bill,FINANCE,Lok Sabha,,2021-08-02,2021-08-03,2021-08-09,13/08/2021,Assented,,,33,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/116_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-116-gaz.pdf?source=loksabhadocs
